Date,Pond_ID,Pond_Type,Target_Species,Season,Water_Temp_C,Weather_Condition,Rainfall_mm,pH_Level,Ammonia_ppm,Dissolved_Oxygen_mgL,Mortality_Count,Fish_Count,Daily_Feed_kg,Est_Avg_Weight_g,Feed_Cost_NPR,Labor_Cost_NPR,Market_Price_NPR,Estimated_Revenue_NPR,Daily_Profit_Loss_NPR,Stocking_Density,Harvest_Ready,Temp_Deviation_C,pH_Deviation,Oxygen_Stress,Ammonia_Toxicity_Index,Stress_Index,Density_Oxygen_Pressure,Daily_Weight_Gain_g,Feed_Efficiency_FCR,Mortality_Rate_per_1000,Daily_Cost_Per_Fish_NPR,Month,Day_of_Month,Day_of_Year
2025-03-22,GrowOut-A,Farming,Pangasius,Summer,31.3,Sunny,0.0,7.0,0.13,5.9,5,9900,21.0,99.9,2259,485,271,268022,610,Medium,No,3.3000000000000007,0.5,0.0,0.16276000000000002,1.9576000000000002,1.6779661016949152,1.3000000000000114,16.15384615384601,0.5050505050505051,0.2771717171717172,3,22,81
2025-03-23,GrowOut-A,Farming,Pangasius,Summer,33.1,Cloudy,0.0,7.0,0.07,5.6,1,9899,17.4,101.2,1818,509,269,269478,1108,Medium,No,5.100000000000001,0.5,0.0,0.09268000000000001,1.4368000000000003,1.7676785714285714,1.2999999999999972,13.384615384615413,0.10102030508132134,0.23507424992423478,3,23,82
2025-03-24,GrowOut-A,Farming,Pangasius,Summer,34.7,Sunny,0.0,7.4,0.06,5.7,1,9898,16.9,102.3,1779,486,262,265292,561,Medium,No,6.700000000000003,0.09999999999999964,0.0,0.08803885714285715,1.550388571428572,1.7364912280701754,1.0999999999999943,15.363636363636441,0.10103051121438673,0.22883410790058598,3,24,83
2025-03-25,GrowOut-A,Farming,Pangasius,Summer,37.1,Sunny,0.0,7.4,0.08,4.7,1,9897,21.9,104.1,2254,501,266,274054,1956,Medium,No,9.100000000000001,0.09999999999999964,0.2999999999999998,0.125504,2.61504,2.1057446808510636,1.7999999999999972,12.166666666666686,0.1010407194099222,0.27836718197433563,3,25,84
2025-03-26,GrowOut-A,Farming,Pangasius,Summer,29.1,Sunny,0.0,7.2,0.01,6.6,2,9895,24.2,106.1,2479,524,255,267714,1990,Medium,No,1.1000000000000014,0.2999999999999998,0.0,0.011972571428571431,0.22972571428571448,1.4992424242424243,2.0,12.1,0.20212228398180898,0.3034866093986862,3,26,85
2025-03-27,GrowOut-A,Farming,Pangasius,Summer,34.4,Cloudy,0.0,7.2,0.06,5.5,3,9892,21.3,107.4,2166,495,261,277287,612,Medium,No,6.399999999999999,0.2999999999999998,0.0,0.08491885714285714,1.4891885714285713,1.7985454545454544,1.3000000000000114,16.38461538461524,0.30327537403962795,0.26900525677315,3,27,86
2025-03-28,GrowOut-A,Farming,Pangasius,Summer,33.2,Sunny,0.0,7.6,0.07,6.3,1,9891,24.4,109.0,2519,520,251,270608,906,Medium,No,5.200000000000003,0.09999999999999964,0.0,0.100928,1.5292800000000004,1.57,1.5999999999999943,15.250000000000053,0.10110201193003741,0.3072490142553837,3,28,87
2025-03-29,GrowOut-A,Farming,Pangasius,Summer,34.4,Sunny,0.0,7.0,0.01,5.9,0,9891,24.2,110.7,2616,482,260,284683,1274,Medium,No,6.399999999999999,0.5,0.0,0.01376,0.7775999999999998,1.6764406779661016,1.7000000000000028,14.235294117647035,0.0,0.3132140329592559,3,29,88
2025-03-30,GrowOut-A,Farming,Pangasius,Summer,32.5,Sunny,0.0,7.4,0.0,6.3,1,9890,24.7,112.7,2517,492,261,290911,2125,Medium,No,4.5,0.09999999999999964,0.0,0.0,0.45,1.56984126984127,2.0,12.35,0.10111223458038422,0.3042467138523761,3,30,89
2025-03-31,GrowOut-A,Farming,Pangasius,Summer,33.7,Sunny,0.0,7.1,0.02,5.6,0,9890,25.8,114.4,2693,479,273,308877,1418,Medium,No,5.700000000000003,0.40000000000000036,0.0,0.02734514285714286,0.8434514285714289,1.7660714285714287,1.7000000000000028,15.176470588235269,0.0,0.3207280080889788,3,31,90
2025-04-01,GrowOut-A,Farming,Pangasius,Summer,32.3,Sunny,0.0,7.1,0.03,5.8,0,9890,25.5,116.2,2612,501,258,296498,1480,Medium,No,4.299999999999997,0.40000000000000036,0.0,0.03931371428571428,0.8231371428571426,1.7051724137931037,1.7999999999999972,14.16666666666669,0.0,0.3147623862487361,4,1,91
2025-04-02,GrowOut-A,Farming,Pangasius,Summer,29.6,Sunny,0.0,7.5,0.06,6.0,3,9887,24.3,117.8,2522,512,261,303984,1004,Medium,No,1.6000000000000014,0.0,0.0,0.07611428571428572,0.9211428571428573,1.6478333333333335,1.5999999999999943,15.187500000000055,0.3034287448164256,0.3068676039243451,4,2,92
2025-04-03,GrowOut-A,Farming,Pangasius,Summer,33.5,Sunny,0.0,7.4,0.09,5.7,0,9887,25.4,119.8,2676,501,262,310329,2004,Medium,No,5.5,0.09999999999999964,0.0,0.1274914285714286,1.824914285714286,1.734561403508772,2.0,12.7,0.0,0.3213310407605947,4,3,93
2025-04-04,GrowOut-A,Farming,Pangasius,Summer,30.1,Sunny,0.0,7.4,0.14,5.6,7,9880,19.5,121.3,2020,518,256,306802,1041,Medium,No,2.1000000000000014,0.09999999999999964,0.0,0.17819200000000002,1.9919200000000004,1.7642857142857145,1.5,13.0,0.708502024291498,0.2568825910931174,4,4,94
2025-04-05,GrowOut-A,Farming,Pangasius,Summer,33.5,Cloudy,0.0,7.6,0.09,5.7,1,9879,20.7,122.5,2219,489,254,307385,272,Medium,No,5.5,0.09999999999999964,0.0,0.13093714285714284,1.8593714285714285,1.733157894736842,1.2000000000000028,17.249999999999957,0.10122482032594392,0.27411681344265615,4,5,95
2025-04-06,GrowOut-A,Farming,Pangasius,Summer,34.5,Sunny,0.0,7.2,0.0,6.9,1,9878,21.5,123.7,2323,503,270,329915,341,Medium,No,6.5,0.2999999999999998,0.0,0.0,0.65,1.4315942028985507,1.2000000000000028,17.916666666666625,0.10123506782749545,0.28609030168050215,4,6,96
2025-04-07,GrowOut-A,Farming,Pangasius,Summer,30.3,Sunny,0.0,7.4,0.01,6.8,1,9877,22.8,125.5,2291,492,252,312370,1666,Medium,No,2.3000000000000007,0.09999999999999964,0.0,0.012812571428571428,0.3581257142857144,1.4525000000000001,1.7999999999999972,12.666666666666687,0.10124531740407007,0.281765718335527,4,7,97
2025-04-08,GrowOut-A,Farming,Pangasius,Summer,32.3,Sunny,0.0,7.1,0.04,5.8,1,9876,27.7,127.3,2871,505,250,314304,1037,Medium,No,4.299999999999997,0.40000000000000036,0.0,0.05241828571428571,0.9541828571428568,1.7027586206896552,1.7999999999999972,15.388888888888912,0.1012555690562981,0.3418388011340624,4,8,98
2025-04-09,GrowOut-A,Farming,Pangasius,Summer,33.8,Sunny,0.0,7.3,0.05,6.3,0,9876,25.1,128.9,2638,508,265,337349,1041,Medium,No,5.799999999999997,0.20000000000000018,0.0,0.07049714285714286,1.2849714285714282,1.5676190476190475,1.6000000000000085,15.687499999999917,0.0,0.3185500202511138,4,9,99
2025-04-10,GrowOut-A,Farming,Pangasius,Summer,31.5,Cloudy,0.0,7.2,0.04,5.9,0,9876,27.7,131.0,2971,509,269,348020,2099,Medium,No,3.5,0.2999999999999998,0.0,0.051840000000000004,0.8684000000000001,1.6738983050847456,2.0999999999999943,13.190476190476225,0.0,0.35236938031591736,4,10,100
2025-04-11,GrowOut-A,Farming,Pangasius,Summer,37.5,Sunny,0.0,7.2,0.02,4.3,7,9869,31.0,132.8,3227,484,256,335514,602,Medium,No,9.5,0.2999999999999998,0.7000000000000002,0.03085714285714286,2.308571428571429,2.2951162790697675,1.8000000000000114,17.222222222222115,0.7092917215523356,0.37602593981153104,4,11,101
2025-04-12,GrowOut-A,Farming,Pangasius,Summer,32.2,Sunny,0.0,7.4,0.04,5.5,1,9868,27.8,134.9,2918,487,257,342117,1887,Medium,No,4.200000000000003,0.09999999999999964,0.0,0.054464000000000005,0.9646400000000004,1.7941818181818183,2.0999999999999943,13.238095238095275,0.10133765707336846,0.3450547223348196,4,12,102
2025-04-13,GrowOut-A,Farming,Pangasius,Summer,30.1,Sunny,0.0,7.0,0.0,5.5,2,9866,28.5,137.2,2927,489,262,354647,2459,Medium,No,2.1000000000000014,0.5,0.0,0.0,0.21000000000000016,1.7938181818181818,2.299999999999983,12.391304347826178,0.20271639975674033,0.3462396107845125,4,13,103
2025-04-14,GrowOut-A,Farming,Pangasius,Summer,34.0,Sunny,0.0,7.8,0.06,5.4,1,9865,22.0,138.9,2243,496,254,348043,1486,Medium,No,6.0,0.2999999999999998,0.0,0.09092571428571429,1.5092571428571429,1.8268518518518517,1.700000000000017,12.941176470588106,0.10136847440446022,0.27764825139381655,4,14,104
2025-04-15,GrowOut-A,Farming,Pangasius,Summer,31.8,Rainy,16.6,6.9,0.05,6.0,0,9865,27.0,140.5,2913,501,254,352052,595,Medium,No,3.8000000000000007,0.5999999999999996,0.0,0.06269142857142858,1.0069142857142859,1.6441666666666668,1.5999999999999943,16.87500000000006,0.0,0.3460719716168272,4,15,105
2025-04-16,GrowOut-A,Farming,Pangasius,Summer,33.5,Cloudy,0.0,6.8,0.01,6.8,1,9864,30.2,142.3,3061,511,267,374774,1131,Medium,No,5.5,0.7000000000000002,0.0,0.013017142857142859,0.6801714285714286,1.4505882352941177,1.8000000000000114,16.777777777777672,0.10137875101378752,0.36212489862124897,4,16,106
2025-04-17,GrowOut-A,Farming,Pangasius,Summer,30.3,Cloudy,0.0,7.5,0.12,6.0,8,9856,27.2,144.3,2983,487,265,376889,1452,Medium,No,2.3000000000000007,0.0,0.0,0.1558285714285714,1.7882857142857143,1.6426666666666667,2.0,13.6,0.8116883116883118,0.3520698051948052,4,17,107
2025-04-18,GrowOut-A,Farming,Pangasius,Summer,29.0,Sunny,0.0,7.4,0.01,6.5,1,9855,27.0,145.8,2874,476,270,387952,602,Medium,No,1.0,0.09999999999999964,0.0,0.012262857142857143,0.22262857142857145,1.5161538461538462,1.5,18.0,0.10147133434804667,0.33992897006595635,4,18,108
2025-04-19,GrowOut-A,Farming,Pangasius,Summer,32.4,Rainy,6.0,7.4,0.04,6.4,0,9855,23.5,147.2,2499,532,250,362664,418,Medium,No,4.399999999999999,0.09999999999999964,0.0,0.05480228571428572,0.9880228571428571,1.53984375,1.3999999999999773,16.78571428571456,0.0,0.3075596144089295,4,19,109
2025-04-20,GrowOut-A,Farming,Pangasius,Summer,29.5,Sunny,0.0,7.4,0.07,5.1,1,9854,29.9,149.3,3174,483,256,376628,1603,Medium,No,1.5,0.09999999999999964,0.0,0.08732000000000001,1.0232,1.932156862745098,2.1000000000000227,14.238095238095083,0.10148163182463973,0.3711183275827075,4,20,110
2025-04-21,GrowOut-A,Farming,Pangasius,Summer,32.5,Rainy,0.8,7.2,0.01,6.2,1,9853,32.1,151.5,3354,513,262,391095,1773,Medium,No,4.5,0.2999999999999998,0.0,0.013371428571428574,0.5837142857142857,1.5891935483870967,2.1999999999999886,14.590909090909166,0.10149193139145438,0.3924692986907541,4,21,111
2025-04-22,GrowOut-A,Farming,Pangasius,Summer,30.4,Sunny,0.0,6.9,0.06,6.5,3,9850,34.3,153.5,3628,500,253,382530,741,Medium,No,2.3999999999999986,0.5999999999999996,0.0,0.07191771428571428,0.9591771428571426,1.5153846153846153,2.0,17.15,0.30456852791878175,0.4190862944162437,4,22,112
2025-04-23,GrowOut-A,Farming,Pangasius,Summer,32.7,Sunny,0.0,7.2,0.02,5.3,0,9850,29.3,155.6,3065,504,265,406155,1913,Medium,No,4.700000000000003,0.2999999999999998,0.0,0.026907428571428575,0.739074285714286,1.8584905660377358,2.0999999999999943,13.95238095238099,0.0,0.36233502538071066,4,23,113
2025-04-24,GrowOut-A,Farming,Pangasius,Summer,33.1,Cloudy,0.0,7.0,0.02,6.5,0,9850,31.8,157.5,3374,500,270,418871,1179,Medium,No,5.100000000000001,0.5,0.0,0.026480000000000004,0.7748000000000002,1.5153846153846153,1.9000000000000057,16.736842105263108,0.0,0.3932994923857868,4,24,114
2025-04-25,GrowOut-A,Farming,Pangasius,Summer,29.2,Cloudy,0.0,7.5,0.04,6.6,1,9849,27.4,159.3,2875,494,255,400081,1112,Medium,No,1.1999999999999993,0.0,0.0,0.050057142857142856,0.6205714285714286,1.4922727272727274,1.8000000000000114,15.222222222222126,0.1015331505736623,0.3420651842826683,4,25,115
2025-04-26,GrowOut-A,Farming,Pangasius,Summer,30.1,Cloudy,0.0,7.2,0.01,6.2,1,9848,33.0,161.3,3402,507,260,413005,1171,Medium,No,2.1000000000000014,0.2999999999999998,0.0,0.012384000000000001,0.33384000000000014,1.5883870967741935,2.0,16.5,0.10154346060113728,0.39693338748984563,4,26,116
2025-04-27,GrowOut-A,Farming,Pangasius,Summer,33.0,Cloudy,0.0,7.0,0.02,6.3,0,9848,27.1,163.0,2798,493,271,435016,1246,Medium,No,5.0,0.5,0.0,0.026400000000000003,0.764,1.5631746031746034,1.6999999999999886,15.941176470588342,0.0,0.3341795288383428,4,27,117
2025-04-28,GrowOut-A,Farming,Pangasius,Summer,39.7,Sunny,0.0,7.1,0.0,6.2,1,9847,37.4,165.9,3853,517,274,447611,3410,Medium,No,11.700000000000003,0.40000000000000036,0.0,0.0,1.1700000000000004,1.5882258064516128,2.9000000000000057,12.896551724137906,0.10155377272265664,0.4437899867980096,4,28,118
2025-04-29,GrowOut-A,Farming,Pangasius,Summer,33.9,Cloudy,0.0,7.3,0.1,5.5,0,9847,29.2,167.6,3123,509,266,438995,821,Medium,No,5.899999999999999,0.20000000000000018,0.0,0.14141142857142858,2.0041142857142855,1.7903636363636364,1.6999999999999886,17.176470588235407,0.0,0.36884330252868897,4,29,119
2025-04-30,GrowOut-A,Farming,Pangasius,Summer,33.3,Sunny,0.0,7.0,0.04,5.9,1,9846,28.8,169.3,2988,509,265,441736,894,Medium,No,5.299999999999997,0.5,0.0,0.053279999999999994,1.0627999999999997,1.668813559322034,1.700000000000017,16.941176470588065,0.10156408693885842,0.3551696120251879,4,30,120
2025-05-01,GrowOut-A,Farming,Pangasius,Summer,30.5,Sunny,0.0,7.0,0.02,6.1,1,9845,33.2,171.8,3359,492,253,427917,2333,Medium,No,2.5,0.5,0.0,0.0244,0.494,1.6139344262295083,2.5,13.280000000000001,0.1015744032503809,0.3911630269172169,5,1,121
2025-05-02,GrowOut-A,Farming,Pangasius,Summer,31.5,Sunny,0.0,7.3,0.05,5.6,0,9845,38.8,174.5,4105,496,263,451822,2390,Medium,No,3.5,0.20000000000000018,0.0,0.06570000000000001,1.0070000000000001,1.7580357142857146,2.6999999999999886,14.37037037037043,0.0,0.4673438293550025,5,2,122
2025-05-03,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,33.1,Sunny,0.0,7.6,0.07,5.1,1,7999,16.4,101.4,1759,502,316,256307,0,Medium,No,5.100000000000001,0.09999999999999964,0.0,0.100624,1.5162400000000003,1.5684313725490195,0.0,0.0,0.12501562695336918,0.2826603325415677,5,3,123
2025-05-04,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,31.6,Sunny,0.0,7.7,0.04,6.2,0,7999,17.6,102.8,1913,477,333,273825,1339,Medium,No,3.6000000000000014,0.20000000000000018,0.0,0.055616000000000006,0.9161600000000003,1.2901612903225805,1.3999999999999915,12.57142857142865,0.0,0.2987873484185523,5,4,124
2025-05-05,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,28.5,Sunny,0.0,7.5,0.1,7.3,1,7998,16.7,104.2,1745,498,319,265852,1296,Medium,No,0.5,0.0,0.0,0.12214285714285714,1.2714285714285714,1.0956164383561644,1.4000000000000057,11.928571428571379,0.12503125781445362,0.28044511127781946,5,5,125
2025-05-06,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,28.1,Rainy,1.4,7.1,0.04,6.1,0,7998,15.4,105.5,1607,519,308,259887,1076,Medium,No,0.10000000000000142,0.40000000000000036,0.0,0.04560228571428572,0.4660228571428573,1.3111475409836066,1.2999999999999972,11.846153846153872,0.0,0.2658164541135284,5,6,126
2025-05-07,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,31.6,Cloudy,0.0,7.3,0.02,4.9,4,7994,14.3,106.5,1476,513,319,271584,426,Medium,No,3.6000000000000014,0.20000000000000018,0.09999999999999964,0.026363428571428572,0.7736342857142853,1.6314285714285712,1.0,14.3,0.5003752814610958,0.2488116087065299,5,7,127
2025-05-08,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,31.4,Sunny,0.0,7.2,0.01,6.1,1,7993,18.5,107.8,1924,481,313,269695,814,Medium,No,3.3999999999999986,0.2999999999999998,0.0,0.012918857142857145,0.4691885714285713,1.310327868852459,1.2999999999999972,14.230769230769262,0.12510947078693857,0.30088827724258727,5,8,128
2025-05-09,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,33.7,Cloudy,0.0,6.9,0.01,6.4,0,7993,15.4,109.0,1592,509,323,281410,997,Medium,No,5.700000000000003,0.5999999999999996,0.0,0.013287428571428573,0.702874285714286,1.2489062499999999,1.2000000000000028,12.833333333333304,0.0,0.26285499812335794,5,9,129
2025-05-10,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,30.8,Cloudy,0.0,7.3,0.01,7.3,1,7992,19.6,110.5,2023,508,320,282597,1270,Medium,No,2.8000000000000007,0.20000000000000018,0.0,0.012848,0.40848000000000007,1.0947945205479452,1.5,13.066666666666668,0.12512512512512514,0.3166916916916917,5,10,130
2025-05-11,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,31.7,Cloudy,0.0,6.8,0.05,5.4,0,7992,18.5,112.2,1987,505,325,291428,1924,Medium,No,3.6999999999999993,0.7000000000000002,0.0,0.06158857142857143,0.9858857142857143,1.48,1.7000000000000028,10.882352941176453,0.0,0.31181181181181183,5,11,131
2025-05-12,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,32.6,Sunny,0.0,7.6,0.06,6.1,0,7992,20.2,113.8,2089,500,308,280123,1349,Medium,No,4.600000000000001,0.09999999999999964,0.0,0.08494628571428571,1.3094628571428573,1.3101639344262297,1.5999999999999943,12.625000000000044,0.0,0.32394894894894893,5,12,132
2025-05-13,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,33.0,Cloudy,0.0,7.1,0.11,5.3,6,7986,15.1,115.2,1593,510,316,290716,1214,Medium,No,5.0,0.40000000000000036,0.0,0.14727428571428572,1.9727428571428571,1.5067924528301886,1.4000000000000057,10.785714285714242,0.7513148009015778,0.263335837716003,5,13,133
2025-05-14,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,33.5,Sunny,0.0,7.3,0.07,5.6,1,7985,21.6,116.8,2270,510,330,307774,1398,Medium,No,5.5,0.20000000000000018,0.0,0.09782000000000002,1.5282000000000002,1.4258928571428573,1.5999999999999943,13.50000000000005,0.12523481527864747,0.34815278647463993,5,14,134
2025-05-15,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,32.4,Rainy,13.9,7.3,0.03,7.3,2,7983,22.2,118.5,2398,490,307,290418,1207,Medium,No,4.399999999999999,0.20000000000000018,0.0,0.040546285714285715,0.8454628571428571,1.0935616438356164,1.7000000000000028,13.058823529411743,0.2505323813102844,0.3617687586120506,5,15,135
2025-05-16,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,29.4,Sunny,0.0,7.1,0.04,5.6,1,7982,17.0,120.2,1768,507,310,297425,1895,Medium,No,1.3999999999999986,0.40000000000000036,0.0,0.047712,0.6171199999999999,1.425357142857143,1.7000000000000028,9.999999999999984,0.12528188423953895,0.28501628664495116,5,16,136
2025-05-17,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,31.8,Cloudy,0.0,7.4,0.09,5.9,1,7981,16.8,121.9,1777,497,322,313269,2056,Medium,No,3.8000000000000007,0.09999999999999964,0.0,0.12102171428571429,1.590217142857143,1.3527118644067795,1.7000000000000028,9.882352941176455,0.1252975817566721,0.28492670091467237,5,17,137
2025-05-18,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,31.8,Cloudy,0.0,7.1,0.07,6.1,1,7980,18.6,123.7,1982,478,323,318842,2140,Medium,No,3.8000000000000007,0.40000000000000036,0.0,0.09031200000000002,1.2831200000000003,1.3081967213114756,1.7999999999999972,10.33333333333335,0.12531328320802004,0.3082706766917293,5,18,138
2025-05-19,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,32.1,Cloudy,0.0,7.5,0.03,6.6,1,7979,19.0,125.0,2052,492,315,314173,684,Medium,No,4.100000000000001,0.0,0.0,0.04127142857142857,0.8227142857142858,1.208939393939394,1.2999999999999972,14.615384615384647,0.12532898859506203,0.3188369469858378,5,19,139
2025-05-20,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,29.0,Cloudy,0.0,6.8,0.01,6.6,1,7978,19.4,126.5,2017,477,317,319922,1260,Medium,No,1.0,0.7000000000000002,0.0,0.011268571428571428,0.21268571428571428,1.2087878787878787,1.5,12.933333333333332,0.125344697919278,0.31260967661067934,5,20,140
2025-05-21,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,36.6,Sunny,0.0,7.2,0.02,5.6,0,7978,21.0,128.4,2179,515,325,332922,2232,Medium,No,8.600000000000001,0.2999999999999998,0.0,0.03011657142857143,1.1611657142857146,1.424642857142857,1.9000000000000057,11.052631578947336,0.0,0.337678616194535,5,21,141
2025-05-22,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,34.2,Sunny,0.0,7.8,0.02,5.6,3,7975,19.3,130.3,1986,505,328,340839,2353,Medium,No,6.200000000000003,0.2999999999999998,0.0,0.03048685714285715,0.9248685714285718,1.4241071428571428,1.9000000000000057,10.157894736842076,0.37617554858934166,0.31235109717868337,5,22,142
2025-05-23,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,35.6,Cloudy,0.0,6.9,0.13,5.1,5,7970,19.4,131.9,2124,495,310,325885,1132,Medium,No,7.600000000000001,0.5999999999999996,0.0,0.1824754285714286,2.5847542857142862,1.5627450980392157,1.5999999999999943,12.125000000000043,0.6273525721455457,0.3286072772898369,5,23,143
2025-05-24,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,33.2,Sunny,0.0,7.0,0.01,5.8,0,7970,17.4,133.5,1875,521,323,343670,1723,Medium,No,5.200000000000003,0.5,0.0,0.01328,0.6528000000000004,1.3741379310344828,1.5999999999999943,10.875000000000037,0.0,0.30062735257214557,5,24,144
2025-05-25,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,30.8,Sunny,0.0,7.4,0.04,6.5,2,7968,20.3,134.9,2130,501,335,360086,1017,Medium,No,2.8000000000000007,0.09999999999999964,0.0,0.052096,0.8009600000000001,1.2258461538461538,1.4000000000000057,14.499999999999941,0.251004016064257,0.3301957831325301,5,25,145
2025-05-26,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,33.0,Sunny,0.0,7.3,0.04,5.7,0,7968,24.0,136.8,2613,479,319,347717,1737,Medium,No,5.0,0.20000000000000018,0.0,0.05506285714285715,1.0506285714285715,1.3978947368421053,1.9000000000000057,12.631578947368384,0.0,0.38805220883534136,5,26,146
2025-05-27,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,33.7,Rainy,0.5,7.3,0.03,6.0,2,7966,18.4,138.2,1928,493,310,341279,951,Medium,No,5.700000000000003,0.20000000000000018,0.0,0.04217314285714286,0.9917314285714289,1.3276666666666668,1.3999999999999773,13.142857142857356,0.25106703489831783,0.30391664574441374,5,27,147
2025-05-28,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,30.1,Sunny,0.0,7.3,0.02,6.4,1,7965,24.5,140.1,2608,524,309,344812,1502,Medium,No,2.1000000000000014,0.20000000000000018,0.0,0.025112000000000002,0.4611200000000002,1.2445312499999999,1.9000000000000057,12.894736842105225,0.12554927809165098,0.39322033898305087,5,28,148
2025-05-29,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,30.8,Sunny,0.0,7.4,0.05,6.7,1,7964,26.7,142.5,2804,490,318,360889,2740,Medium,No,2.8000000000000007,0.09999999999999964,0.0,0.06512,0.9312,1.1886567164179105,2.4000000000000057,11.124999999999973,0.12556504269211452,0.4136112506278252,5,29,149
2025-05-30,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,33.2,Cloudy,0.0,7.5,0.05,5.7,0,7964,26.7,144.4,2825,504,330,379501,1664,Medium,No,5.200000000000003,0.0,0.0,0.07114285714285715,1.2314285714285718,1.3971929824561404,1.9000000000000057,14.052631578947326,0.0,0.4180060271220492,5,30,150
2025-05-31,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Summer,29.6,Sunny,0.0,7.3,0.01,5.6,1,7963,18.5,146.0,1953,511,320,372031,1567,Medium,No,1.6000000000000014,0.20000000000000018,0.0,0.012347428571428573,0.2834742857142859,1.4219642857142858,1.5999999999999943,11.56250000000004,0.1255808112520407,0.3094311189250283,5,31,151
2025-06-01,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Monsoon,29.9,Rainy,16.2,7.1,0.08,6.7,2,7961,27.7,148.8,2885,509,322,381440,3690,Medium,No,1.8999999999999986,0.40000000000000036,0.0,0.09704685714285714,1.1604685714285714,1.1882089552238806,2.8000000000000114,9.892857142857103,0.25122472051249845,0.4263283507097098,6,1,152
2025-06-02,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Monsoon,26.1,Cloudy,0.0,7.4,0.04,6.4,1,7960,24.1,150.5,2583,537,310,371374,1029,Medium,No,1.8999999999999986,0.09999999999999964,0.0,0.04414628571428572,0.6314628571428571,1.24375,1.6999999999999886,14.17647058823539,0.1256281407035176,0.39195979899497485,6,2,153
2025-06-03,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Monsoon,26.8,Cloudy,0.0,7.8,0.04,6.5,1,7959,24.5,152.8,2608,482,329,400108,2883,Medium,No,1.1999999999999993,0.2999999999999998,0.0,0.047780571428571436,0.5978057142857143,1.2244615384615385,2.3000000000000114,10.652173913043425,0.12564392511622063,0.38823972860912176,6,3,154
2025-06-04,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Monsoon,27.4,Rainy,43.5,7.2,0.06,6.3,2,7957,25.1,155.2,2687,484,309,381592,2635,Medium,No,0.6000000000000014,0.2999999999999998,0.0,0.06763885714285714,0.7363885714285715,1.263015873015873,2.3999999999999773,10.458333333333433,0.2513510116878221,0.39851702903104186,6,4,155
2025-06-05,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Monsoon,24.8,Rainy,9.9,6.9,0.05,7.7,0,7957,24.9,157.7,2630,483,315,395268,3153,Medium,No,3.1999999999999993,0.5999999999999996,0.0,0.04889142857142858,0.8089142857142857,1.0333766233766233,2.5,9.959999999999999,0.0,0.391227849692095,6,5,156
2025-06-06,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Monsoon,32.4,Sunny,0.0,7.5,0.07,4.7,3,7954,26.1,159.9,2693,496,326,414621,2361,Medium,No,4.399999999999999,0.0,0.2999999999999998,0.09720000000000002,1.8619999999999999,1.6923404255319148,2.200000000000017,11.863636363636273,0.37716872014080965,0.40093034950968065,6,6,157
2025-06-07,GrowOut-B,Farming,Rohu-Bhakur Polyculture,Monsoon,27.5,Rainy,8.8,7.2,0.05,8.2,1,7953,27.9,162.1,3025,516,300,386754,1660,Medium,No,0.5,0.2999999999999998,0.0,0.056571428571428585,0.6157142857142859,0.9698780487804879,2.1999999999999886,12.681818181818247,0.1257387149503332,0.4452407896391299,6,7,158
