Date,Pond_ID,Pond_Type,Target_Species,Season,Water_Temp_C,Weather_Condition,Rainfall_mm,pH_Level,Ammonia_ppm,Dissolved_Oxygen_mgL,Mortality_Count,Fish_Count,Daily_Feed_kg,Est_Avg_Weight_g,Feed_Cost_NPR,Labor_Cost_NPR,Market_Price_NPR,Estimated_Revenue_NPR,Daily_Profit_Loss_NPR,Stocking_Density,Harvest_Ready
2025-01-18,GrowOut-A,Farming,Pangasius,Winter,16.0,Cold,0.0,7.2,0.14,10.9,0,10495,85.2,880.1,8361,702,199,1838093,25493,Medium,Yes
2025-01-19,GrowOut-A,Farming,Pangasius,Winter,15.1,Sunny,0.0,7.2,0.18,11.3,0,10495,101.5,1029.3,10393,580,207,2236118,10295,High,Yes
2025-01-20,GrowOut-A,Farming,Pangasius,Winter,18.2,Partly Cloudy,0.0,7.1,0.14,10.7,0,10495,83.8,826.6,8454,463,201,1743709,7661,Medium,Yes
2025-01-21,GrowOut-A,Farming,Pangasius,Winter,14.5,Sunny,0.0,7.3,0.14,11.2,1,10494,77.5,863.7,7836,578,198,1794777,23199,Medium,Yes
2025-01-22,GrowOut-A,Farming,Pangasius,Winter,15.7,Cloudy,0.0,7.4,0.14,11.2,4,10490,65.2,741.0,6282,470,201,1562987,15808,Medium,Yes
2025-01-23,GrowOut-A,Farming,Pangasius,Winter,16.2,Sunny,0.0,7.5,0.17,11.2,0,10490,86.1,887.3,8829,826,203,1889479,18142,Medium,Yes
2025-01-24,GrowOut-A,Farming,Pangasius,Winter,15.7,Cold,0.0,7.5,0.14,11.1,2,10488,77.6,891.8,8070,652,213,1992611,23536,Medium,Yes
2025-01-25,GrowOut-A,Farming,Pangasius,Winter,16.0,Cold,0.0,7.4,0.18,10.8,1,10487,88.5,1014.4,9133,555,209,2223557,16542,High,Yes
2025-01-26,GrowOut-A,Farming,Pangasius,Winter,16.4,Cold,0.0,7.5,0.21,10.9,1,10486,102.7,1067.8,11268,741,205,2295594,9832,High,Yes
2025-01-27,GrowOut-A,Farming,Pangasius,Winter,17.7,Cold,0.0,7.4,0.16,10.9,1,10485,81.4,923.9,8885,702,196,1898851,19950,High,Yes
2025-01-28,GrowOut-A,Farming,Pangasius,Winter,17.6,Cold,0.0,7.0,0.16,10.7,3,10482,74.1,798.3,7894,474,207,1732626,15558,Medium,Yes
2025-01-29,GrowOut-A,Farming,Pangasius,Winter,16.7,Cloudy,0.0,7.1,0.17,11.1,2,10480,79.9,902.9,8642,689,196,1854983,4746,Medium,Yes
2025-01-30,GrowOut-A,Farming,Pangasius,Winter,14.8,Cold,0.0,7.6,0.12,11.2,0,10480,83.0,825.4,9359,650,203,1755989,14256,Medium,Yes
2025-01-31,GrowOut-A,Farming,Pangasius,Winter,16.0,Cloudy,0.0,7.3,0.16,11.2,0,10480,80.6,878.8,9047,460,204,1878804,8946,Medium,Yes
2025-02-01,GrowOut-A,Farming,Pangasius,Winter,15.8,Cold,0.0,7.3,0.16,10.8,1,10479,100.4,1024.2,10054,502,203,2178924,20740,High,Yes
2025-02-02,GrowOut-A,Farming,Pangasius,Winter,16.9,Cloudy,0.0,7.3,0.14,10.3,2,10477,72.9,786.6,7056,588,202,1665042,18618,Medium,Yes
2025-02-03,GrowOut-A,Farming,Pangasius,Winter,16.7,Cold,0.0,7.4,0.17,11.0,0,10477,89.6,957.1,8561,476,204,2045617,9153,High,Yes
2025-02-04,GrowOut-A,Farming,Pangasius,Winter,18.2,Sunny,0.0,7.1,0.15,10.1,1,10476,88.5,886.0,9072,822,201,1865807,5871,Medium,Yes
2025-02-05,GrowOut-A,Farming,Pangasius,Winter,14.5,Cold,0.0,6.9,0.19,11.4,1,10475,92.5,1011.8,9700,789,202,2141123,30438,High,Yes
2025-02-06,GrowOut-A,Farming,Pangasius,Winter,16.3,Cloudy,0.0,7.3,0.14,10.7,1,10474,74.6,764.6,7694,668,206,1649892,16763,Medium,Yes
2025-02-07,GrowOut-A,Farming,Pangasius,Winter,16.9,Cold,0.0,7.3,0.15,10.4,0,10474,77.6,844.1,8420,561,205,1812426,18921,Medium,Yes
2025-02-08,GrowOut-A,Farming,Pangasius,Winter,15.8,Cold,0.0,7.8,0.14,11.1,3,10471,77.7,844.1,7512,736,211,1865473,23793,Medium,Yes
2025-02-09,GrowOut-A,Farming,Pangasius,Winter,16.5,Cold,0.0,7.2,0.15,11.1,1,10470,87.5,878.5,9681,692,211,1940941,26913,Medium,Yes
2025-02-10,GrowOut-A,Farming,Pangasius,Winter,17.9,Sunny,0.0,7.5,0.38,7.6,14,10456,91.4,913.5,9212,887,204,1951126,6719,High,Yes
2025-02-11,GrowOut-A,Farming,Pangasius,Winter,17.6,Cloudy,0.0,7.3,0.15,10.4,2,10454,74.6,822.0,8102,900,207,1779130,17666,Medium,Yes
2025-02-12,GrowOut-A,Farming,Pangasius,Winter,17.7,Sunny,0.0,7.2,0.19,11.5,2,10452,98.9,1019.1,9715,690,202,2152042,14304,High,Yes
2025-02-13,GrowOut-A,Farming,Pangasius,Winter,18.1,Partly Cloudy,0.0,7.6,0.18,11.1,1,10451,92.1,972.2,10085,899,201,2042448,14844,High,Yes
2025-02-14,GrowOut-A,Farming,Pangasius,Winter,18.2,Partly Cloudy,0.0,7.2,0.03,10.3,0,11500,6.3,40.4,679,891,216,100354,-2076,Low,No
2025-02-15,GrowOut-A,Farming,Pangasius,Winter,17.7,Cold,0.0,6.8,0.02,10.6,2,11498,4.6,31.5,456,882,213,77159,-1788,Low,No
2025-02-16,GrowOut-A,Farming,Pangasius,Winter,16.2,Sunny,0.0,7.3,0.02,11.3,1,11497,2.7,16.9,289,452,209,40612,-718,Low,No
2025-02-17,GrowOut-A,Farming,Pangasius,Winter,18.3,Partly Cloudy,0.0,7.2,0.01,11.7,2,11495,3.2,20.1,335,627,213,49222,-925,Low,No
2025-02-18,GrowOut-A,Farming,Pangasius,Winter,15.0,Sunny,0.0,7.3,0.03,10.6,0,11495,4.8,30.8,542,817,204,72225,-1602,Low,No
2025-02-19,GrowOut-A,Farming,Pangasius,Winter,15.8,Cloudy,0.0,7.5,0.02,11.5,3,11492,6.3,38.6,674,624,220,97616,-1735,Low,No
2025-02-20,GrowOut-A,Farming,Pangasius,Winter,17.8,Sunny,0.0,7.6,0.02,11.3,0,11492,5.5,34.7,563,537,200,79754,-1106,Low,No
2025-02-21,GrowOut-A,Farming,Pangasius,Winter,14.5,Cold,0.0,7.4,0.01,10.5,2,11490,4.5,29.2,491,536,215,72147,-1680,Low,No
2025-02-22,GrowOut-A,Farming,Pangasius,Winter,18.5,Partly Cloudy,0.0,7.6,0.03,10.7,0,11490,5.3,35.2,607,885,207,83721,-1481,Low,No
2025-02-23,GrowOut-A,Farming,Pangasius,Winter,18.7,Cloudy,0.0,7.4,0.02,10.1,2,11488,7.5,45.2,742,820,218,113218,-1966,Low,No
2025-02-24,GrowOut-A,Farming,Pangasius,Winter,15.0,Cloudy,0.0,7.1,0.01,11.1,1,11487,6.6,40.2,700,747,209,96520,-1675,Low,No
2025-02-25,GrowOut-A,Farming,Pangasius,Winter,16.7,Sunny,0.0,7.3,0.0,10.5,1,11486,5.7,38.3,556,479,219,96350,-774,Low,No
2025-02-26,GrowOut-A,Farming,Pangasius,Winter,17.7,Cold,0.0,7.2,0.05,10.8,2,11484,4.2,28.5,422,831,215,70380,-917,Low,No
2025-02-27,GrowOut-A,Farming,Pangasius,Winter,17.9,Sunny,0.0,7.2,0.02,10.3,0,11484,7.4,50.6,804,847,205,119124,-952,Low,No
2025-02-28,GrowOut-A,Farming,Pangasius,Winter,18.4,Cloudy,0.0,7.3,0.0,11.3,3,11481,8.2,49.2,919,595,214,120913,-1615,Low,No
2025-03-01,GrowOut-A,Farming,Pangasius,Spring,17.8,Cloudy,0.0,7.4,0.03,11.0,1,11480,4.5,28.6,472,683,205,67313,-915,Low,No
2025-03-02,GrowOut-A,Farming,Pangasius,Spring,17.0,Cold,0.0,7.1,0.04,10.7,2,11478,4.5,29.4,475,592,210,70878,-1501,Low,No
2025-03-03,GrowOut-A,Farming,Pangasius,Spring,18.7,Sunny,0.0,7.1,0.02,10.7,1,11477,8.1,52.5,930,552,212,127750,-1881,Low,No
2025-03-04,GrowOut-A,Farming,Pangasius,Spring,18.3,Sunny,0.0,7.4,0.03,10.3,1,11476,6.7,45.6,681,478,207,108334,-1817,Low,No
2025-03-05,GrowOut-A,Farming,Pangasius,Spring,18.3,Partly Cloudy,0.0,7.4,0.05,10.8,0,11476,6.9,45.3,766,871,208,108131,-2399,Low,No
2025-03-06,GrowOut-A,Farming,Pangasius,Spring,18.5,Sunny,0.0,7.7,0.03,11.0,0,11476,9.9,66.1,1105,820,205,155506,-1637,Low,No
2025-03-07,GrowOut-A,Farming,Pangasius,Spring,18.3,Sunny,0.0,7.4,0.03,10.7,0,11476,7.9,51.9,871,731,218,129842,-2151,Low,No
2025-03-08,GrowOut-A,Farming,Pangasius,Spring,18.2,Sunny,0.0,7.0,0.01,10.8,1,11475,5.0,33.5,564,762,218,83809,-2168,Low,No
2025-03-09,GrowOut-A,Farming,Pangasius,Spring,19.5,Partly Cloudy,0.0,7.8,0.03,11.0,1,11474,6.1,42.1,632,496,208,100484,-891,Low,No
2025-03-10,GrowOut-A,Farming,Pangasius,Spring,20.9,Partly Cloudy,0.0,7.4,0.02,10.5,1,11473,12.0,57.6,1288,635,206,136146,-2300,Low,No
2025-03-11,GrowOut-A,Farming,Pangasius,Spring,20.5,Cloudy,0.0,7.6,0.01,10.5,0,11473,12.4,58.5,1293,643,215,144302,-2001,Low,No
2025-03-12,GrowOut-A,Farming,Pangasius,Spring,20.5,Partly Cloudy,0.0,7.6,0.05,10.0,0,11473,11.1,57.7,1060,683,208,137694,-2221,Low,No
2025-03-13,GrowOut-A,Farming,Pangasius,Spring,19.3,Sunny,0.0,7.4,0.03,11.0,1,11472,7.1,43.3,759,828,206,102337,-2200,Low,No
2025-03-14,GrowOut-A,Farming,Pangasius,Spring,20.4,Cloudy,0.0,7.5,0.01,10.9,1,11471,12.8,61.9,1339,729,205,145574,-2065,Low,No
2025-03-15,GrowOut-A,Farming,Pangasius,Spring,19.6,Sunny,0.0,7.3,0.04,9.5,0,11471,4.1,25.3,425,882,214,62106,-2061,Low,No
2025-03-16,GrowOut-A,Farming,Pangasius,Spring,18.2,Cloudy,0.0,7.8,0.01,10.9,0,11471,6.6,42.7,646,589,214,104820,-1468,Low,No
2025-03-17,GrowOut-A,Farming,Pangasius,Spring,19.5,Sunny,0.0,7.5,0.02,10.5,0,11471,7.1,47.8,695,557,211,115694,-1498,Low,No
2025-03-18,GrowOut-A,Farming,Pangasius,Spring,19.3,Sunny,0.0,7.2,0.03,10.4,2,11469,7.5,45.2,743,859,213,110438,-2443,Low,No
2025-03-19,GrowOut-A,Farming,Pangasius,Spring,19.1,Sunny,0.0,7.3,0.03,10.4,0,11469,11.4,75.1,1307,720,211,181739,-1300,Low,No
2025-03-20,GrowOut-A,Farming,Pangasius,Spring,20.3,Cloudy,0.0,7.7,0.06,10.2,0,11469,13.2,65.2,1365,523,225,168250,-1353,Low,No
2025-03-21,GrowOut-A,Farming,Pangasius,Spring,22.3,Sunny,0.0,7.2,0.05,10.0,1,11468,13.1,66.9,1412,762,221,169568,-1941,Low,No
2025-03-22,GrowOut-A,Farming,Pangasius,Spring,18.1,Sunny,0.0,7.3,0.02,11.3,0,11468,9.9,62.5,1102,813,223,159835,-2109,Low,No
2025-03-23,GrowOut-A,Farming,Pangasius,Spring,23.2,Sunny,0.0,7.6,0.15,8.6,18,11450,14.6,71.0,1549,514,211,171802,-2307,Low,No
2025-03-24,GrowOut-A,Farming,Pangasius,Spring,20.7,Cloudy,0.0,7.3,0.03,10.6,1,11449,20.1,90.2,2302,540,217,224115,-2835,Low,No
2025-03-25,GrowOut-A,Farming,Pangasius,Spring,21.5,Partly Cloudy,0.0,7.4,0.04,9.5,0,11449,13.6,64.3,1443,530,210,154596,-1850,Low,No
2025-03-26,GrowOut-A,Farming,Pangasius,Spring,18.4,Partly Cloudy,0.0,7.8,0.02,10.8,1,11448,9.5,66.2,1031,621,207,156890,-1529,Low,No
2025-03-27,GrowOut-A,Farming,Pangasius,Spring,21.1,Partly Cloudy,0.0,7.4,0.04,9.4,0,11448,16.8,83.9,1677,814,214,205544,-2915,Low,No
2025-03-28,GrowOut-A,Farming,Pangasius,Spring,22.8,Cloudy,0.0,6.7,0.04,9.5,0,11448,18.5,96.4,2084,845,210,231753,-2771,Low,No
2025-03-29,GrowOut-A,Farming,Pangasius,Spring,22.4,Sunny,0.0,7.5,0.0,10.3,0,11448,16.2,77.0,1662,618,201,177181,-2383,Low,No
2025-03-30,GrowOut-A,Farming,Pangasius,Spring,20.8,Cloudy,0.0,7.6,0.04,11.2,1,11447,14.8,77.4,1588,535,223,197595,-2267,Low,No
2025-03-31,GrowOut-A,Farming,Pangasius,Spring,20.7,Sunny,0.0,7.7,0.04,9.8,2,11445,14.9,67.9,1653,843,203,157782,-2848,Low,No
2025-04-01,GrowOut-A,Farming,Pangasius,Spring,20.5,Cloudy,0.0,7.9,0.04,10.5,0,11445,18.2,88.5,1759,662,212,214731,-2161,Low,No
2025-04-02,GrowOut-A,Farming,Pangasius,Spring,20.8,Sunny,0.0,7.0,0.05,10.3,1,11444,17.4,80.9,1877,679,217,200920,-2335,Low,No
2025-04-03,GrowOut-A,Farming,Pangasius,Spring,23.1,Sunny,0.0,7.5,0.03,10.0,0,11444,20.4,102.2,2221,772,209,244442,-2644,Low,No
2025-04-04,GrowOut-A,Farming,Pangasius,Spring,19.9,Cloudy,0.0,7.3,0.01,11.0,4,11440,8.8,58.1,939,466,223,148272,-752,Low,No
2025-04-05,GrowOut-A,Farming,Pangasius,Spring,22.3,Partly Cloudy,0.0,7.5,0.06,10.3,1,11439,22.8,107.5,2306,850,211,259488,-3396,Low,No
2025-04-06,GrowOut-A,Farming,Pangasius,Spring,20.4,Partly Cloudy,0.0,7.4,0.04,10.0,0,11439,15.2,72.4,1672,583,217,179716,-2364,Low,No
2025-04-07,GrowOut-A,Farming,Pangasius,Spring,22.6,Cloudy,0.0,7.6,0.05,10.2,0,11439,15.3,73.4,1556,653,214,179679,-2157,Low,No
2025-04-08,GrowOut-A,Farming,Pangasius,Spring,22.8,Partly Cloudy,0.0,7.6,0.05,9.9,1,11438,17.6,92.0,1735,555,218,229421,-2799,Low,No
2025-04-09,GrowOut-A,Farming,Pangasius,Spring,22.2,Sunny,0.0,7.2,0.04,10.4,1,11437,20.5,103.1,2172,485,226,266512,-1145,Low,No
2025-04-10,GrowOut-A,Farming,Pangasius,Spring,22.4,Sunny,0.0,7.6,0.04,10.2,0,11437,18.7,92.4,1981,600,214,226151,-2725,Low,No
2025-04-11,GrowOut-A,Farming,Pangasius,Spring,22.6,Partly Cloudy,0.0,7.1,0.04,10.7,0,11437,23.1,110.2,2585,536,220,277279,-1725,Low,No
2025-04-12,GrowOut-A,Farming,Pangasius,Spring,23.4,Cloudy,0.0,7.5,0.06,9.2,0,11437,22.2,116.8,2113,585,219,292549,-2738,Low,No
2025-04-13,GrowOut-A,Farming,Pangasius,Spring,24.2,Partly Cloudy,0.0,7.3,0.05,9.9,0,11437,30.6,141.6,3371,455,216,349808,-3090,Low,No
2025-04-14,GrowOut-A,Farming,Pangasius,Spring,24.9,Sunny,0.0,7.8,0.06,9.8,0,11437,29.7,134.8,3251,544,211,325300,-2734,Low,No
2025-04-15,GrowOut-A,Farming,Pangasius,Spring,21.9,Cloudy,0.0,7.7,0.06,10.3,0,11437,24.0,120.4,2501,806,214,294681,-1788,Low,No
2025-04-16,GrowOut-A,Farming,Pangasius,Spring,20.5,Partly Cloudy,0.0,7.1,0.03,11.1,0,11437,26.4,119.9,2619,652,222,304428,-3673,Low,No
2025-04-17,GrowOut-A,Farming,Pangasius,Spring,23.1,Sunny,0.0,7.4,0.04,9.7,1,11436,26.7,125.2,3040,454,216,309293,-2787,Low,No
2025-04-18,GrowOut-A,Farming,Pangasius,Spring,23.8,Partly Cloudy,0.0,7.5,0.01,8.9,1,11435,22.9,114.6,2490,632,212,277840,-2498,Low,No
2025-04-19,GrowOut-A,Farming,Pangasius,Spring,23.9,Partly Cloudy,0.0,7.7,0.05,10.4,0,11435,22.7,119.6,2513,865,214,292672,-1440,Low,No
2025-04-20,GrowOut-A,Farming,Pangasius,Spring,25.4,Partly Cloudy,0.0,7.3,0.07,9.5,0,11435,30.9,144.7,3500,708,223,368986,-1907,Low,No
2025-04-21,GrowOut-A,Farming,Pangasius,Spring,23.1,Sunny,0.0,7.6,0.03,10.0,2,11433,29.5,150.9,3030,664,218,376168,-2354,Low,No
2025-04-22,GrowOut-A,Farming,Pangasius,Spring,24.6,Partly Cloudy,0.0,7.2,0.05,8.8,1,11432,28.2,136.1,2776,754,209,325211,-3513,Low,No
2025-04-23,GrowOut-A,Farming,Pangasius,Spring,23.2,Cloudy,0.0,7.6,0.05,8.8,0,11432,30.7,143.3,3039,860,221,362043,-3413,Low,No
2025-04-24,GrowOut-A,Farming,Pangasius,Spring,23.7,Sunny,0.0,7.5,0.02,10.1,1,11431,26.0,124.1,2706,616,215,305023,-2861,Low,No
2025-04-25,GrowOut-A,Farming,Pangasius,Spring,25.5,Partly Cloudy,0.0,7.2,0.06,9.2,0,11431,31.1,147.7,3035,638,219,369751,-4085,Low,No
2025-04-26,GrowOut-A,Farming,Pangasius,Spring,27.3,Sunny,0.0,7.8,0.07,8.9,0,11431,31.8,151.2,3296,769,224,387154,-3934,Low,No
2025-04-27,GrowOut-A,Farming,Pangasius,Spring,26.3,Cloudy,0.0,7.4,0.06,9.4,0,11431,39.0,198.5,4097,758,217,492385,-4149,Low,No
2025-04-28,GrowOut-A,Farming,Pangasius,Spring,23.2,Sunny,0.0,7.3,0.07,9.5,1,11430,32.0,146.5,3427,561,215,360048,-1870,Low,No
2025-04-29,GrowOut-A,Farming,Pangasius,Spring,26.6,Partly Cloudy,0.0,7.4,0.05,9.2,0,11430,34.4,175.2,3775,580,214,428543,-2272,Low,No
2025-04-30,GrowOut-A,Farming,Pangasius,Spring,23.8,Partly Cloudy,0.0,7.8,0.06,9.3,0,11430,32.4,163.0,3271,726,220,409880,-2178,Low,No
2025-05-01,GrowOut-A,Farming,Pangasius,Spring,25.6,Partly Cloudy,0.0,7.2,0.07,9.7,1,11429,32.5,151.2,3564,656,212,366382,-3295,Low,No
2025-05-02,GrowOut-A,Farming,Pangasius,Spring,26.8,Cloudy,0.0,7.3,0.07,8.3,3,11426,37.7,203.5,4295,558,208,483767,-4925,Low,No
2025-05-03,GrowOut-A,Farming,Pangasius,Spring,27.0,Cloudy,0.0,7.1,0.05,9.7,0,11426,38.1,172.3,3670,777,212,417364,-4518,Low,No
2025-05-04,GrowOut-A,Farming,Pangasius,Spring,26.1,Partly Cloudy,0.0,7.6,0.06,9.4,0,11426,37.2,187.4,3624,616,219,468930,-4399,Low,No
2025-05-05,GrowOut-A,Farming,Pangasius,Spring,27.0,Partly Cloudy,0.0,7.2,0.04,8.7,0,11426,39.7,196.5,3936,470,205,460268,-3937,Low,No
2025-05-06,GrowOut-A,Farming,Pangasius,Spring,25.9,Cloudy,0.0,7.5,0.06,9.8,0,11426,32.6,204.9,3321,630,222,519744,-2387,Low,No
2025-05-07,GrowOut-A,Farming,Pangasius,Spring,25.6,Sunny,0.0,7.3,0.08,9.6,2,11424,38.9,179.9,3802,752,218,448107,-3260,Low,No
2025-05-08,GrowOut-A,Farming,Pangasius,Spring,26.2,Sunny,0.0,7.2,0.05,9.4,1,11423,34.7,168.2,3792,647,221,424655,-2258,Low,No
2025-05-09,GrowOut-A,Farming,Pangasius,Spring,25.8,Sunny,0.0,6.9,0.08,10.1,0,11423,31.3,164.4,3036,582,214,401879,-1877,Low,No
2025-05-10,GrowOut-A,Farming,Pangasius,Spring,28.2,Sunny,0.0,7.8,0.06,9.1,2,11421,34.3,203.7,3723,519,213,495622,-3695,Low,No
2025-05-11,GrowOut-A,Farming,Pangasius,Spring,24.1,Cloudy,0.0,7.2,0.08,9.3,2,11419,34.9,171.5,3466,764,220,430914,-2940,Low,No
2025-05-12,GrowOut-A,Farming,Pangasius,Spring,28.4,Cloudy,0.0,7.3,0.05,9.0,0,11419,43.6,239.1,4924,626,222,606123,-3575,Low,No
2025-05-13,GrowOut-A,Farming,Pangasius,Spring,26.7,Cloudy,0.0,7.5,0.04,9.2,0,11419,36.5,174.3,4027,868,216,429912,-2313,Low,No
2025-05-14,GrowOut-A,Farming,Pangasius,Spring,26.9,Sunny,0.0,7.5,0.06,9.7,1,11418,39.0,197.8,4477,602,211,476581,-2730,Low,No
2025-05-15,GrowOut-A,Farming,Pangasius,Spring,25.9,Sunny,0.0,7.4,0.06,9.4,0,11418,34.8,213.6,3861,824,221,538994,-1785,Low,No
2025-05-16,GrowOut-A,Farming,Pangasius,Spring,27.1,Sunny,0.0,7.4,0.04,9.1,1,11417,34.6,215.6,3513,703,216,531732,-1753,Low,No
2025-05-17,GrowOut-A,Farming,Pangasius,Spring,29.4,Cloudy,0.0,7.7,0.09,9.1,0,11417,48.2,263.0,4803,498,212,636566,-4422,Low,No
2025-05-18,GrowOut-A,Farming,Pangasius,Spring,26.4,Partly Cloudy,0.0,7.5,0.18,7.3,17,11400,42.3,249.1,4575,575,215,611455,-3797,Low,No
2025-05-19,GrowOut-A,Farming,Pangasius,Spring,27.6,Sunny,0.0,7.4,0.08,9.0,1,11399,51.5,290.7,5683,675,212,702564,-2455,Low,No
2025-05-20,GrowOut-A,Farming,Pangasius,Spring,28.5,Cloudy,0.0,7.5,0.09,8.4,2,11397,37.5,237.2,4012,892,217,586734,-3634,Low,No
2025-05-21,GrowOut-A,Farming,Pangasius,Spring,27.1,Cloudy,0.0,7.1,0.07,9.8,2,11395,34.4,217.5,3792,759,207,513121,-2715,Low,No
2025-05-22,GrowOut-A,Farming,Pangasius,Spring,28.2,Sunny,0.0,7.2,0.09,9.2,1,11394,43.2,252.4,4609,622,217,624113,-2221,Low,No
2025-05-23,GrowOut-A,Farming,Pangasius,Spring,30.3,Sunny,0.0,7.1,0.07,8.1,0,11394,44.1,267.9,4980,589,214,653225,-3911,Low,No
2025-05-24,GrowOut-A,Farming,Pangasius,Spring,27.5,Sunny,0.0,7.4,0.07,9.1,2,11392,48.6,280.8,4981,583,220,703876,-3364,Low,No
2025-05-25,GrowOut-A,Farming,Pangasius,Spring,28.2,Cloudy,0.0,7.4,0.07,8.7,0,11392,40.3,242.5,4311,876,215,593950,-1901,Low,No
2025-05-26,GrowOut-A,Farming,Pangasius,Spring,28.5,Sunny,0.0,7.3,0.09,8.3,0,11392,45.3,274.8,4993,684,218,682454,-2523,Low,No
2025-05-27,GrowOut-A,Farming,Pangasius,Spring,26.9,Partly Cloudy,0.0,7.8,0.09,8.7,0,11392,57.7,315.3,6327,604,218,783034,-3602,Low,No
2025-05-28,GrowOut-A,Farming,Pangasius,Spring,28.4,Cloudy,0.0,7.8,0.09,8.1,1,11391,65.6,367.0,7146,550,219,915609,-5428,Low,No
2025-05-29,GrowOut-A,Farming,Pangasius,Spring,28.0,Partly Cloudy,0.0,7.6,0.08,9.1,2,11389,43.6,277.4,4198,671,215,679371,-4450,Low,No
2025-05-30,GrowOut-A,Farming,Pangasius,Spring,29.5,Cloudy,0.0,7.2,0.12,8.9,1,11388,68.0,396.3,6631,528,212,956854,-1397,Medium,No
2025-05-31,GrowOut-A,Farming,Pangasius,Spring,29.7,Sunny,0.2,7.8,0.09,7.9,0,11388,55.4,312.3,6066,590,205,729077,-5857,Low,No
2025-06-01,GrowOut-A,Farming,Pangasius,Monsoon,29.8,Partly Cloudy,0.3,7.3,0.09,9.2,0,11388,55.2,308.6,5559,652,216,759097,-5232,Low,No
2025-06-02,GrowOut-A,Farming,Pangasius,Monsoon,31.0,Hot,0.4,7.7,0.09,8.6,0,11388,52.1,317.6,5364,525,215,777618,-3462,Low,No
2025-06-03,GrowOut-A,Farming,Pangasius,Monsoon,30.8,Hot,0.9,7.8,0.13,8.8,1,11387,68.9,410.4,7639,459,209,976790,-4789,Medium,No
2025-06-04,GrowOut-A,Farming,Pangasius,Monsoon,31.4,Sunny,1.1,8.0,0.12,8.4,0,11387,74.9,421.2,8007,519,216,1035980,-7160,Medium,No
2025-06-05,GrowOut-A,Farming,Pangasius,Monsoon,29.5,Partly Cloudy,0.9,7.4,0.08,8.3,0,11387,67.3,366.9,6898,723,212,885713,-4942,Low,No
2025-06-06,GrowOut-A,Farming,Pangasius,Monsoon,27.9,Cloudy,1.6,7.5,0.11,8.8,0,11387,65.0,359.1,6422,456,224,915952,-1991,Low,No
2025-06-07,GrowOut-A,Farming,Pangasius,Monsoon,30.9,Hot,2.6,7.3,0.1,8.4,0,11387,64.1,377.0,7295,887,221,948731,-5265,Low,No
2025-06-08,GrowOut-A,Farming,Pangasius,Monsoon,29.6,Partly Cloudy,1.6,7.3,0.09,8.3,0,11387,70.0,391.4,7222,467,209,931486,-7089,Low,No
2025-06-09,GrowOut-A,Farming,Pangasius,Monsoon,28.9,Cloudy,2.7,7.3,0.07,9.0,0,11387,56.6,331.2,6460,797,216,814617,-3293,Low,No
2025-06-10,GrowOut-A,Farming,Pangasius,Monsoon,30.0,Cloudy,3.5,6.7,0.1,8.3,3,11384,75.0,429.5,7677,476,219,1071067,-729,Medium,No
2025-06-11,GrowOut-A,Farming,Pangasius,Monsoon,31.4,Sunny,3.6,7.3,0.13,7.5,0,11384,66.3,401.3,7377,734,226,1032458,-7766,Medium,No
2025-06-12,GrowOut-A,Farming,Pangasius,Monsoon,30.3,Sunny,2.1,8.0,0.09,7.6,1,11383,68.2,392.5,7408,564,215,960667,-3938,Low,No
2025-06-13,GrowOut-A,Farming,Pangasius,Monsoon,30.7,Sunny,1.7,7.4,0.13,8.3,2,11381,59.4,344.6,6409,863,214,839433,-2891,Low,No
2025-06-14,GrowOut-A,Farming,Pangasius,Monsoon,31.0,Sunny,1.2,7.5,0.11,8.2,3,11378,79.3,453.8,8204,823,214,1105245,-3027,Medium,No
2025-06-15,GrowOut-A,Farming,Pangasius,Monsoon,30.7,Cloudy,6.5,7.6,0.14,8.2,1,11377,83.9,456.6,9233,866,217,1127357,-9360,Medium,No
2025-06-16,GrowOut-A,Farming,Pangasius,Monsoon,27.3,Cloudy,2.7,7.2,0.11,9.3,0,11377,73.9,418.4,8224,571,212,1009149,-1630,Medium,No
2025-06-17,GrowOut-A,Farming,Pangasius,Monsoon,30.8,Hot,2.3,7.5,0.3,6.0,19,11358,86.5,489.9,8385,798,215,1198322,-4208,Medium,No
2025-06-18,GrowOut-A,Farming,Pangasius,Monsoon,30.8,Cloudy,9.8,7.2,0.1,7.8,2,11356,86.8,506.1,8896,767,210,1207140,-4747,Medium,No
2025-06-19,GrowOut-A,Farming,Pangasius,Monsoon,28.8,Cloudy,2.9,7.3,0.17,8.6,0,11356,92.1,517.0,10250,534,218,1279889,-3045,Medium,No
2025-06-20,GrowOut-A,Farming,Pangasius,Monsoon,33.0,Rainy,6.1,7.8,0.14,8.0,0,11356,80.0,439.4,8254,732,215,1072813,-7932,Medium,No
2025-06-21,GrowOut-A,Farming,Pangasius,Monsoon,29.2,Rainy,5.2,7.1,0.12,8.7,2,11354,67.5,398.6,6581,479,209,946039,-2466,Medium,No
2025-06-22,GrowOut-A,Farming,Pangasius,Monsoon,31.7,Hot,2.5,7.2,0.13,8.4,1,11353,80.1,491.2,7625,570,207,1154457,-8160,Medium,No
2025-06-23,GrowOut-A,Farming,Pangasius,Monsoon,33.0,Rainy,9.0,7.0,0.1,8.6,1,11352,71.4,428.2,6793,721,208,1011162,-2299,Medium,No
